标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
联想小新14英寸酷睿笔记本电脑超轻薄本 2019款微边框全面屏手提商务办公大学生本性能版 新款i3-8145U 8G 512G仙女粉 定制 【送正版Office2019】,联想（Lenovo）,联想（Lenovo）小新14,40787679439,6199.00,10509,5,8830,7822,0.99,101,32,44,18
联想小新14英寸酷睿笔记本电脑超轻薄本 2019款微边框全面屏手提商务办公大学生本性能版 i3-8145U 8G 1T+256G仙女粉 定制 【送正版Office2019】,联想（Lenovo）,联想（Lenovo）小新14,40787679441,3999.00,10509,5,8830,7822,0.99,101,32,44,18
联想小新14英寸酷睿笔记本电脑超轻薄本 2019款微边框全面屏手提商务办公大学生本性能版 新款i3-8145U 8G 256G固态 荣耀银 【送正版Office2019】,联想（Lenovo）,联想（Lenovo）小新14,42445145877,4499.00,10509,5,8830,7822,0.99,101,32,44,18
华硕（ASUS）飞行堡垒7 英特尔九代酷睿 15.6英寸游戏本笔记本电脑 120Hz IPS屏 金属电竞 9代i7标压 8G 512G固态 GTX1650,华硕（ASUS）,华硕（ASUS）飞行堡垒7,45597532288,3299.00,10457,5,4965,5389,0.97,3231,2703,68,35
华硕（ASUS）飞行堡垒7 英特尔九代酷睿 15.6英寸游戏本笔记本电脑 120Hz IPS屏 金属电竞 9代i5标压 8G 512G固态 GTX1650,华硕（ASUS）,华硕（ASUS）飞行堡垒7,45597532287,5999.00,10456,5,4964,5389,0.97,3231,2703,68,35
联想小新14英寸酷睿笔记本电脑超轻薄本 2019款微边框全面屏手提商务办公大学生本性能版 i3-8145U 8G 1T+256G荣耀银 定制 【送正版Office2019】,联想（Lenovo）,联想（Lenovo）小新14,40787679448,7099.00,10509,5,8830,7822,0.99,101,32,44,18
华硕（ASUS）飞行堡垒7 英特尔九代酷睿 15.6英寸游戏本笔记本电脑 120Hz IPS屏 金属电竞 9代i7标压 8G 256G+1T GTX1650,华硕（ASUS）,华硕（ASUS）飞行堡垒7,53306898683,3799.00,10453,5,4961,5389,0.97,3228,2703,68,35
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
YEPO 15.6英寸超轻薄笔记本电脑窄边框便携商务办公游戏手提 2G+32G存储+32G闪存,YEPO,YEPO 15.6英寸超轻薄笔记本电脑窄边框便携商务办公游戏手提 2G+32G存储+32G闪存,26663678944,898.00,10090,5,8860,3114,0.96,237,68,165,122
YEPO 15.6英寸超轻薄笔记本电脑窄边框便携商务办公游戏手提 8G内存 512G固态,YEPO,YEPO 15.6英寸超轻薄笔记本电脑窄边框便携商务办公游戏手提 8G内存 512G固态,10432688110,1666.00,10090,5,8860,3114,0.96,237,68,165,122
联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 追梦银 定制I5-8265U 8G 1T+128G固态,联想（Lenovo）,联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 追梦银 定制I5-8265U 8G 1T+128G固态,47675957556,4699.00,10020,5,4848,8524,0.98,44,3,41,13
联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 无畏黑 定制i5-8265U 8G 256G固态,联想（Lenovo）,联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 无畏黑 定制i5-8265U 8G 256G固态,47675957564,4699.00,10020,5,4848,8524,0.98,44,3,41,13
联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 无畏黑 定制I5-8265U 8G 1T+256G固态,联想（Lenovo）,联想小新14青春版-2019款笔记本电脑轻薄设计师办公大学生游戏超极本 2G独显 无畏黑 定制I5-8265U 8G 1T+256G固态,47675957567,4899.00,10020,5,4848,8524,0.98,44,3,41,13
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 4】高配版 X230 i5 16G 240G固态,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 4】高配版 X230 i5 16G 240G固态,26303224645,1829.00,9854,5,6742,6575,0.98,225,751,47,31
联想小新15新款2019酷睿八代i5轻薄笔记本电脑商务办公设计手提独显游戏本满血MX250 荣耀银 定制i5-8265U 12G 1T+512G 银色,联想（Lenovo）,联想（Lenovo）小新15,53123498270,5799.00,10231,5,3608,6559,0.98,43,18,37,27
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 2】X230 i5 8G 120G固态 热卖款,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 2】X230 i5 8G 120G固态 热卖款,22298647726,1399.00,9862,5,6749,6575,0.98,225,751,48,31
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 1】【低至999】X220 i5 8G 500G,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 1】【低至999】X220 i5 8G 500G,22298647725,999.00,9861,5,6748,6575,0.98,225,751,48,31
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 10】X250 i5 8G 120G+500G高配,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 10】X250 i5 8G 120G+500G高配,51426802475,2089.00,9857,5,6744,6575,0.98,225,751,48,31
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 3】X230 i5 8G 256G+500G高配,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 3】X230 i5 8G 256G+500G高配,24870347468,1629.00,9858,5,6745,6575,0.98,225,751,48,31
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 6】X240 i5 8G 240G固态 热卖款,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 6】X240 i5 8G 240G固态 热卖款,25513537264,1699.00,9854,5,6742,6575,0.98,225,751,47,31
得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 黑色-四核 4G内存128G固态存储,得峰（Deffad）,得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 黑色-四核 4G内存128G固态存储,53928848440,998.00,9806,5,8367,4895,0.96,253,118,161,99
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 5】顶配版 X230 i7 16G 240G固态,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 5】顶配版 X230 i7 16G 240G固态,43272527149,2368.00,9854,5,6742,6575,0.98,225,751,47,31
得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 白色--四核 4G内存128G固态存储,得峰（Deffad）,得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 白色--四核 4G内存128G固态存储,53928848438,998.00,9804,5,8365,4895,0.96,253,118,161,99
得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 亮黑色-四核 4G内存128G固态存储,得峰（Deffad）,得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 亮黑色-四核 4G内存128G固态存储,53928848439,998.00,9804,5,8365,4895,0.96,253,118,161,99
联想小新Air13 13.3英寸100%sRGB高色域酷睿i3窄边框八代超轻薄笔记本电脑游戏本 i3-8145U 8G 512G固态 定制 银 背光键盘 指纹识别 金属机身 轻薄便携,联想（Lenovo）,联想小新Air13 13.3英寸100%sRGB高色域酷睿i3窄边框八代超轻薄笔记本电脑游戏本 i3-8145U 8G 512G固态 定制 银 背光键盘 指纹识别 金属机身 轻薄便携,39373537822,4299.00,9780,5,8120,8037,0.99,18,0,25,22
联想小新Air13 13.3英寸100%sRGB高色域酷睿i3窄边框八代超轻薄笔记本电脑游戏本 i3-8145U 8G 256G固态 定制 银 背光键盘 指纹识别 金属机身 轻薄便携,联想（Lenovo）,联想小新Air13 13.3英寸100%sRGB高色域酷睿i3窄边框八代超轻薄笔记本电脑游戏本 i3-8145U 8G 256G固态 定制 银 背光键盘 指纹识别 金属机身 轻薄便携,39373537825,3999.00,9780,5,8120,8037,0.99,18,0,25,22
得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 白色粉膜-四核 4G内存128G固态存储,得峰（Deffad）,得峰（Deffad）超薄本 11.6英寸娱乐本办公本游戏学习本 超级本 轻薄笔记本电脑 女笔记本电脑 白色粉膜-四核 4G内存128G固态存储,53928848437,998.00,9804,5,8365,4895,0.96,253,118,161,99
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 7】X240 i5 8G 120G+500G轻薄款,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 7】X240 i5 8G 120G+500G轻薄款,25494174062,1799.00,9854,5,6742,6575,0.98,225,751,47,31
【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 9】X250 i5 8G 240G固态 热卖款,ThinkPad,【二手9成新】联想（Thinkpad）X230 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 9】X250 i5 8G 240G固态 热卖款,51426802474,1999.00,9854,5,6742,6575,0.98,225,751,47,31
小米（MI） 笔记本Pro 15.6英寸2G独显 金属轻薄便携商务本学生本超薄本游戏笔记本电脑 【秒杀MX250】I5-8250U 8G 512G 深空灰,小米（MI）,小米（MI） 笔记本Pro 15.6英寸2G独显 金属轻薄便携商务本学生本超薄本游戏笔记本电脑 【秒杀MX250】I5-8250U 8G 512G 深空灰,31181587892,5499.00,9695,5,6636,7295,0.99,47,31,42,17
惠普（HP）246 G7 14英寸笔记本电脑（i3-7020U 4G 256GSSD 2G独显 Win10 一年上门）黑灰银色,惠普（HP）,惠普HP200,100004032700,2999.00,9536,5,1902,7391,0.88,107,52,167,76
惠普（HP）246 G7 14英寸笔记本电脑（i5-8265U 4G 500G 2G独显 Win10 一年上门）黑灰银色,惠普（HP）,惠普HP200,100002609753,3499.00,9537,5,1903,7391,0.88,107,52,167,76
惠普（HP）246 G7 14英寸笔记本电脑（N4000 4G 500G Win10 一年上门）黑灰银色,惠普（HP）,惠普HP200,100004032702,2099.00,9538,5,1903,7391,0.88,108,52,167,77
惠普（HP）246 G7 14英寸笔记本电脑（N4000 4G 256GSSD Win10 一年上门）黑灰银色,惠普（HP）,惠普HP200,100004032698,2499.00,9533,5,1899,7391,0.88,107,52,167,76
惠普（HP）245 G7 14英寸笔记本电脑（A6-9225 4G 500G Win10 一年上门）黑灰银色,惠普（HP）,惠普HP200,100002609763,2299.00,9533,5,1899,7391,0.88,107,52,167,76
华硕（ASUS）飞行堡垒7代 15.6英寸游戏本笔记本电脑手提GTX1050-3G 【定制版】四核/8G内存/1T+128G固态,华硕（ASUS）,华硕（ASUS）飞行堡垒7,12517934013,5199.00,9440,5,8817,2904,0.97,2480,448,112,70
华硕（ASUS）飞行堡垒7代 15.6英寸游戏本笔记本电脑手提GTX1050-3G 【定制版】四核/8G内存/1T+256G固态,华硕（ASUS）,华硕（ASUS）飞行堡垒7,12517934012,5399.00,9440,5,8817,2904,0.97,2480,448,112,70
华硕（ASUS）飞行堡垒7代 15.6英寸游戏本笔记本电脑手提GTX1050-3G 【标配版】四核/8G内存/1TB机械/3G,华硕（ASUS）,华硕（ASUS）飞行堡垒7,15604702363,4999.00,9438,5,8815,2904,0.97,2479,448,112,70
戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 燎原红 四核i5-8265U 2G独显 16G内存 512GPCI固态+1T机械 定制版,戴尔（DELL）,戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 燎原红 四核i5-8265U 2G独显 16G内存 512GPCI固态+1T机械 定制版,29766017584,4799.00,9258,5,5689,5396,0.97,120,51,88,50
【酷睿十代新品】联想小新Air14 2019款超轻薄笔记本电脑超极本手提办公本 MX250新一代显卡 i5-10210U/12G/1T固态/银色/定制,联想（Lenovo）,【酷睿十代新品】联想小新Air14 2019款超轻薄笔记本电脑超极本手提办公本 MX250新一代显卡 i5-10210U/12G/1T固态/银色/定制,23418167352,4399.00,9363,5,9041,7284,0.99,45,23,43,10
戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 燎原红 四核i5-8265U 2G独显 16G内存 256GPCI固态硬盘 定制版,戴尔（DELL）,戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 燎原红 四核i5-8265U 2G独显 16G内存 256GPCI固态硬盘 定制版,11943209611,4099.00,9258,5,5689,5396,0.97,120,51,88,50
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制;i5-8265 20G 512G固态2G独显,联想（Lenovo）,联想（Lenovo）联想小新14性能版,44636787092,4488.00,9225,5,5495,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：i5-8265 8G 512G固态2G独显,联想（Lenovo）,联想（Lenovo）联想小新14性能版,43303617676,4099.00,9230,5,5500,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制;i5-8265 12G 512G固态2G独显,联想（Lenovo）,联想（Lenovo）联想小新14性能版,44636787090,4688.00,9225,5,5495,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：i5-8265 8G 256G固态2G独显,联想（Lenovo）,联想（Lenovo）联想小新14性能版,43303617677,5688.00,9225,5,5495,6936,0.99,55,3,36,11
戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 闪耀银 四核i5-8265U 2G独显 4G内存+128GPCI固态+1TB机械 标配版,戴尔（DELL）,戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 闪耀银 四核i5-8265U 2G独显 4G内存+128GPCI固态+1TB机械 标配版,11943204394,4288.00,9258,5,5689,5396,0.97,120,51,88,50
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670D-G4A6/G5420/8G/512G,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670D-G4A6/G5420/8G/512G,11317415515,4488.00,9168,5,6828,3855,0.97,382,274,127,74
戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 闪耀银 四核i5-8265U 2G独显 8G内存 256GPCI固态硬盘 定制版,戴尔（DELL）,戴尔（DELL）灵越5480 燃5000 14.0英寸金属超极本商务办公学生游戏手提笔记本电脑 闪耀银 四核i5-8265U 2G独显 8G内存 256GPCI固态硬盘 定制版,11943204397,5488.00,9258,5,5689,5396,0.97,120,51,88,50
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670C-G6A1/I5-9400/8G/512,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670C-G6A1/I5-9400/8G/512,11536201115,4488.00,9166,5,6827,3855,0.97,382,274,126,74
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-升级版/I5-9400/8G/512,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-升级版/I5-9400/8G/512,11455014870,7099.00,9166,5,6827,3855,0.97,382,274,126,74
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-G4E4升级G5420/8/256,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-G4E4升级G5420/8/256,20404273101,5788.00,9166,5,6827,3855,0.97,382,274,126,74
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-G4D4升级G5420/1+128,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K680E-G4D4升级G5420/1+128,11455014871,4288.00,9167,5,6828,3855,0.97,382,274,126,74
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670E-G6A5/I5-9400/8G/512,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670E-G6A5/I5-9400/8G/512,26398220261,3588.00,9166,5,6827,3855,0.97,382,274,126,74
神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670D-G4H6/G5420/256G/1T,神舟（HASEE）,神舟战神K670C/K670/K680 MX250/GTX1050/1050Ti游戏笔记本手提电脑 K670D-G4H6/G5420/256G/1T,11536201116,6099.00,9166,5,6827,3855,0.97,382,274,126,74
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：I5-8265 4G 500G+256G硬盘,联想（Lenovo）,联想（Lenovo）联想小新14性能版,43303617675,5899.00,9225,5,5495,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：i5-8265 8G 1T+256GB双硬盘,联想（Lenovo）,联想（Lenovo）联想小新14性能版,10065295930,5588.00,9225,5,5495,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：i5-8265 8GB 1T+512G双硬盘,联想（Lenovo）,联想（Lenovo）联想小新14性能版,44636787089,6199.00,9225,5,5495,6936,0.99,55,3,36,11
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
机械师F117-V全面屏游戏本九代i7-9750H/GTX1650独显吃鸡笔记本电脑 竞速版/16G/512G PCIE固态+1T,机械师（MACHENIKE）,机械师F117-V全面屏游戏本九代i7-9750H/GTX1650独显吃鸡笔记本电脑 竞速版/16G/512G PCIE固态+1T,29493101322,8299.00,8951,5,8800,1767,0.98,505,297,53,53
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 高定黑八代i7/16G/1T固态/MX150 定制,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 高定黑八代i7/16G/1T固态/MX150 定制,49175548600,7499.00,8950,5,7372,4490,0.99,68,100,26,5
机械师F117-V全面屏游戏本九代i7-9750H/GTX1650独显吃鸡笔记本电脑 豪华版9代i7/8G/512G PCIE固态+1T,机械师（MACHENIKE）,机械师F117-V全面屏游戏本九代i7-9750H/GTX1650独显吃鸡笔记本电脑 豪华版9代i7/8G/512G PCIE固态+1T,11159963508,7899.00,8948,5,8797,1767,0.98,505,297,53,53
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/1T固态/核显/蓝色/定制,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/1T固态/核显/蓝色/定制,37003426894,5599.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/512G/核显/灰色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/512G/核显/灰色/标配,35205614902,5199.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/512G/核显/蓝色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/512G/核显/蓝色/标配,37023553586,5199.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 新品丨十代i5/8G/1T固态/核显/灰色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 新品丨十代i5/8G/1T固态/核显/灰色/标配,35205614903,5999.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 十代i7/8G/512G/MX250/灰色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 十代i7/8G/512G/MX250/灰色/标配,37003426895,6799.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 八代i7/8G/512G/MX150/蓝色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 八代i7/8G/512G/MX150/蓝色/标配,42108826522,5999.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 八代i7/8G/1T固态/MX150/蓝色/定制,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 八代i7/8G/1T固态/MX150/蓝色/定制,42108826523,6499.00,8950,5,7372,4490,0.99,68,100,26,5
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 新品丨十代i5/8G/512G/核显/灰色/标配,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 新品丨十代i5/8G/512G/核显/灰色/标配,35205614901,5599.00,8950,5,7372,4490,0.99,68,100,26,5
华硕（ASUS） 旗舰店 灵耀S 2代S4300 14英寸三面窄边框超轻薄笔记本电脑IPS屏 消光灰 i5-8265U/8G/256G固态/MX150,华硕（ASUS）,华硕（ASUS） 旗舰店 灵耀S 2代S4300 14英寸三面窄边框超轻薄笔记本电脑IPS屏 消光灰 i5-8265U/8G/256G固态/MX150,54662005935,4699.00,9009,5,4517,5329,0.97,2313,1897,65,40
宏碁（Acer）墨舞X40 14英寸商务轻薄笔记本（i5-8250U 8G 256GSSD FHD IPS 金属机身 微边框 1.6kg Win10),宏碁（acer）,宏碁墨舞X40,100000233746,4099.00,8907,5,6922,5526,0.97,261,98,84,62
【Linux版现货】华为荣耀MagicBook 2019锐龙R5 14英寸学生便携商务办公笔记本电脑 I7-8565U+8G+512GB冰河银,华为（HUAWEI）,华为（HUAWEI） KPRC-W10L,53111683246,3799.00,8902,5,5134,6040,0.98,128,170,42,26
【Linux版现货】华为荣耀MagicBook 2019锐龙R5 14英寸学生便携商务办公笔记本电脑 锐龙R5-3500U+8G+512G PCIE银,华为（HUAWEI）,华为（HUAWEI） KPRC-W10L,31341776802,4599.00,8903,5,5135,6040,0.98,128,170,42,26
【Linux版现货】华为荣耀MagicBook 2019锐龙R5 14英寸学生便携商务办公笔记本电脑 I5-8265U+8G+512GB冰河银,华为（HUAWEI）,华为（HUAWEI） KPRC-W10L,49396201968,5599.00,8899,5,5131,6040,0.98,127,170,42,26
联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/1T固态/核显/灰色/定制,联想（Lenovo）,联想(Lenovo)小新Air13 13.3英寸高色域超轻薄笔记本电脑八代酷睿手提超极本2019款 i5-8265U/8G/1T固态/核显/灰色/定制,37003426893,7299.00,8950,5,7372,4490,0.99,68,100,26,5
惠普（HP）星14系列【10代新品首发】笔记本商务14英寸窄边框轻薄便携金属超极本学生办公手提电脑 静谧银【9月新品】【高清+背光键盘+指纹】 十四：i7-1065G7【8G/512G+1T】独,惠普（HP）,惠普（HP）星14系列【10代新品首发】笔记本商务14英寸窄边框轻薄便携金属超极本学生办公手提电脑 静谧银【9月新品】【高清+背光键盘+指纹】 十四：i7-1065G7【8G/512G+1T】独,55760251059,4299.00,9147,5,2486,6723,0.98,62,129,19,7
宏碁（Acer）墨舞X40 14英寸商务轻薄笔记本（i5-8250U 8G 128GSSD+1TB MX130 FHD IPS 指纹 微边框 1.6kg),宏碁（acer）,宏碁墨舞X40,100000208902,6999.00,8907,5,6922,5526,0.97,261,98,84,62
惠普（HP）星14系列【10代新品首发】笔记本商务14英寸窄边框轻薄便携金属超极本学生办公手提电脑 静谧银【9月新品】【高清+背光键盘+指纹】 十三：i7-1065G7【8G/512G】独,惠普（HP）,惠普（HP）星14系列【10代新品首发】笔记本商务14英寸窄边框轻薄便携金属超极本学生办公手提电脑 静谧银【9月新品】【高清+背光键盘+指纹】 十三：i7-1065G7【8G/512G】独,34596808061,3499.00,9147,5,2486,6723,0.98,62,129,19,7
【Linux版现货】华为荣耀MagicBook 2019锐龙R5 14英寸学生便携商务办公笔记本电脑 锐龙R5-3500U+8G+256G PCIE银,华为（HUAWEI）,华为（HUAWEI） KPRC-W10L,31341776801,9889.00,8899,5,5131,6040,0.98,127,170,42,26
机械师创物者 15.6英寸超轻薄创意设计笔记本电脑i7-9750H/GTX1660Ti独显全面屏 竞速版16G/512G PCIE高速固态,机械师（MACHENIKE）,机械师（MACHENIKE）创物者,53834537219,10489.00,8848,5,4512,4309,0.99,56,0,25,2
机械师创物者 15.6英寸超轻薄创意设计笔记本电脑i7-9750H/GTX1660Ti独显全面屏 旗舰版16G/1T PCIE高速固态,机械师（MACHENIKE）,机械师（MACHENIKE）创物者,53834537220,4399.00,8847,5,4511,4309,0.99,56,0,25,2
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制;i5-8265 12G 256G固态2G独显,联想（Lenovo）,联想（Lenovo）联想小新14性能版,44636787091,3999.00,9225,5,5495,6936,0.99,55,3,36,11
联想笔记本小新14 2019升级版潮7000 酷睿i5轻薄笔记本电脑超薄设计青春办公商务本 定制：i5-8265 8G 1TB+128G双硬盘,联想（Lenovo）,联想（Lenovo）联想小新14性能版,42688289709,4799.00,9225,5,5495,6936,0.99,55,3,36,11
戴尔（DELL）灵越燃5000 5493 14英寸十代酷睿i5固态轻薄学生商务办公手提笔记本电脑女 星空银丨十代酷睿 i5-1035G1 UHD G1 爆款版：8G/512G PCIe固态【六倍提速】,戴尔（DELL）,戴尔（DELL）灵越5493,23724462079,4599.00,8757,5,7632,5081,0.98,1062,164,64,47
